Year,Make,Model,FCCid,Frequency,Modulation,Exploit,ExploitSource,Chipset
2000,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2000,Ford,Mustang,CWTWB1U331,314.5/315.5,ASK,,,
2000,Ford,Ranger,CWTWB1U331,314.5/315.5,ASK,,,
2000,Ford,Taurus,CWTWB1U331,314.5/315.5,ASK,,,
2000,Ford,Windstar,CWTWB1U331,314.5/315.5,ASK,,,
2000,Nissan,Altima,KOBUTA3T,315,???,,,
2000,Nissan,Frontier,KOBUTA3T,315,???,,,
2000,Nissan,Quest,KOBUTA3T,315,???,,,
2000,Nissan,Xterra,KOBUTA3T,315,???,,,
2000,Subaru,Forester,NHVWB1U711,433.92,ASK,Rolling code increments by 1,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-defeat-the-rolling-code-scheme-used-on-some-subaru-cars/,
2000,Toyota,4Runner,HYQ12BBX,314.35,ASK,,,
2000,Toyota,Avalon,HYQ12BAN,314.35,ASK,,,
2000,Toyota,Camry,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2000,Toyota,Celica,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2000,Toyota,Celica,HYQ12BAN,314.35,ASK,,,
2000,Toyota,Celica,HYQ12BBX,314.35,ASK,,,
2000,Toyota,Echo,HYQ12BBX,314.35,ASK,,,
2000,Toyota,Sienna,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2000,Toyota,Solara,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2000,Toyota,Solara,HYQ12BAN,314.35,ASK,,,
2000,Toyota,Tacoma,ELVATDD,433.92,ASK,,,
2000,Toyota,Tacoma,HYQ12BBX,314.35,ASK,,,
2000,Toyota,Tundra,ELVATDD,433.92,ASK,,,
2001,Acura,MDX,E4EG8D-444H-A,307.9,FSK,,,
2001,Cadillac,Deville,KOBLEAR1XT,315,ASK,,,
2001,Cadillac,Eldorado,KOBLEAR1XT,315,ASK,,,
2001,Cadillac,Seville,KOBLEAR1XT,315,ASK,,,
2001,Ford,Crown Victoria,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Escape,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Escort,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Excursion,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Explorer Sport,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Mustang,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Ranger,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Taurus,CWTWB1U331,314.5/315.5,ASK,,,
2001,Ford,Windstar,CWTWB1U331,314.5/315.5,ASK,,,
2001,Honda,Civic,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2001,Honda,Odyssey,OUCG8D-440H-A,307.9,FSK,,,
2001,Nissan,Altima,KOBUTA3T,315,???,,,
2001,Nissan,Quest,KOBUTA3T,315,???,,,
2001,Subaru,Forester,NHVWB1U711,433.92,ASK,Rolling code increments by 1,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-defeat-the-rolling-code-scheme-used-on-some-subaru-cars/,
2001,Subaru,Impreza,NHVWB1U711,433.92,ASK,Rolling code increments by 1,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-defeat-the-rolling-code-scheme-used-on-some-subaru-cars/,
2001,Toyota,4Runner,HYQ12BBX,314.35,ASK,,,
2001,Toyota,Avalon,HYQ12BAN,314.35,ASK,,,
2001,Toyota,Camry,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2001,Toyota,Celica,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2001,Toyota,Celica,HYQ12BAN,314.35,ASK,,,
2001,Toyota,Celica,HYQ12BBX,314.35,ASK,,,
2001,Toyota,Echo,HYQ12BBX,314.35,ASK,,,
2001,Toyota,Highlander,HYQ12BAN,314.35,ASK,,,
2001,Toyota,Highlander,HYQ12BBX,314.35,ASK,,,
2001,Toyota,Prius,HYQ12BAN,314.35,ASK,,,
2001,Toyota,Prius,HYQ12BBX,314.35,ASK,,,
2001,Toyota,RAV4,HYQ12BBX,314.35,ASK,,,
2001,Toyota,Sienna,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2001,Toyota,Solara,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2001,Toyota,Solara,HYQ12BAN,314.35,ASK,,,
2001,Toyota,Tacoma,ELVATDD,433.92,ASK,,,
2001,Toyota,Tacoma,HYQ12BBX,314.35,ASK,,,
2001,Toyota,Tundra,ELVATDD,433.92,ASK,,,
2002,Acura,MDX,E4EG8D-444H-A,307.9,FSK,,,
2002,Cadillac,Deville,KOBLEAR1XT,315,ASK,,,
2002,Cadillac,Eldorado,KOBLEAR1XT,315,ASK,,,
2002,Cadillac,Seville,KOBLEAR1XT,315,ASK,,,
2002,Chevrolet,Trailblazer,MYT3X6898B,315,ASK,,,
2002,Ford,Crown Victoria,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Escape,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Escort,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Excursion,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Explorer Sport,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Mustang,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Ranger,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Taurus,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Thunderbird,CWTWB1U331,314.5/315.5,ASK,,,
2002,Ford,Windstar,CWTWB1U331,314.5/315.5,ASK,,,
2002,GMC,Envoy,MYT3X6898B,315,ASK,,,
2002,Honda,Civic,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2002,Honda,Civic,OUCG8D-344H-A,313,FSK,,,
2002,Honda,CR-V,OUCG8D-344H-A,313,FSK,,,
2002,Honda,Odyssey,OUCG8D-440H-A,307.9,FSK,,,
2002,Infiniti,QX4,KBRASTU15,315,ASK,,,
2002,Nissan,Altima,KBRASTU15,315,ASK,,,
2002,Nissan,Frontier,KBRASTU15,315,ASK,,,
2002,Nissan,Maxima,KBRASTU15,315,ASK,,,
2002,Nissan,Pathfinder,KBRASTU15,315,ASK,,,
2002,Nissan,Quest,KOBUTA3T,315,???,,,
2002,Nissan,Titan,KBRASTU15,315,ASK,,,
2002,Nissan,X-Terra,KBRASTU15,315,ASK,,,
2002,Subaru,Forester,NHVWB1U711,433.92,ASK,Rolling code increments by 1,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-defeat-the-rolling-code-scheme-used-on-some-subaru-cars/,
2002,Subaru,Impreza,NHVWB1U711,433.92,ASK,Rolling code increments by 1,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-defeat-the-rolling-code-scheme-used-on-some-subaru-cars/,
2002,Toyota,4Runner,HYQ12BBX,314.35,ASK,,,
2002,Toyota,Avalon,HYQ12BAN,314.35,ASK,,,
2002,Toyota,Camry,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2002,Toyota,Celica,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2002,Toyota,Celica,HYQ12BAN,314.35,ASK,,,
2002,Toyota,Celica,HYQ12BBX,314.35,ASK,,,
2002,Toyota,Echo,HYQ12BBX,314.35,ASK,,,
2002,Toyota,Highlander,HYQ12BAN,314.35,ASK,,,
2002,Toyota,Highlander,HYQ12BBX,314.35,ASK,,,
2002,Toyota,Prius,HYQ12BAN,314.35,ASK,,,
2002,Toyota,Prius,HYQ12BBX,314.35,ASK,,,
2002,Toyota,RAV4,HYQ12BBX,314.35,ASK,,,
2002,Toyota,Sienna,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2002,Toyota,Solara,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2002,Toyota,Solara,HYQ12BAN,314.35,ASK,,,
2002,Toyota,Tacoma,ELVATDD,433.92,ASK,,,
2002,Toyota,Tacoma,HYQ12BBX,314.35,ASK,,,
2002,Toyota,Tundra,ELVATDD,433.92,ASK,,,
2003,Acura,MDX,E4EG8D-444H-A,307.9,FSK,,,
2003,Cadillac,Deville,KOBLEAR1XT,315,ASK,,,
2003,Cadillac,Escalade,LHJ011,315,ASK,,,
2003,Cadillac,Seville,KOBLEAR1XT,315,ASK,,,
2003,Chevrolet,Avalanche,LHJ011,315,ASK,,,
2003,Chevrolet,Equinox,LHJ011,315,ASK,,,
2003,Chevrolet,Silverado,LHJ011,315,ASK,,,
2003,Chevrolet,Suburban,LHJ011,315,ASK,,,
2003,Chevrolet,Tahoe,LHJ011,315,ASK,,,
2003,Chevrolet,Trailblazer,MYT3X6898B,315,ASK,,,
2003,Ford,Crown Victoria,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Escape,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Escort,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Excursion,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Explorer Sport,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Mustang,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Ranger,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Taurus,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Thunderbird,CWTWB1U331,314.5/315.5,ASK,,,
2003,Ford,Windstar,CWTWB1U331,314.5/315.5,ASK,,,
2003,GMC,Envoy,MYT3X6898B,315,ASK,,,
2003,GMC,Sierra,LHJ011,315,ASK,,,
2003,GMC,Yukon,LHJ011,315,ASK,,,
2003,Honda,Accord,OUCG8D-380H-A,313.85,FSK,,,
2003,Honda,Civic,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2003,Honda,Civic,OUCG8D-344H-A,313,FSK,,,
2003,Honda,CR-V,OUCG8D-344H-A,313,FSK,,,
2003,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2003,Honda,Odyssey,OUCG8D-440H-A,307.9,FSK,,,
2003,Honda,Pilot,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2003,Infiniti,FX35,KBRASTU15,315,ASK,,,
2003,Infiniti,FX45,KBRASTU15,315,ASK,,,
2003,Infiniti,QX4,KBRASTU15,315,ASK,,,
2003,Mazda,6,KPU41846,313.8,FSK,,,
2003,Nissan,350Z,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2003,Nissan,350Z,KBRASTU15,315,ASK,,,
2003,Nissan,Altima,KBRASTU15,315,ASK,,,
2003,Nissan,Frontier,KBRASTU15,315,ASK,,,
2003,Nissan,Maxima,KBRASTU15,315,ASK,,,
2003,Nissan,Pathfinder,KBRASTU15,315,ASK,,,
2003,Nissan,Quest,KBRASTU15,315,ASK,,,
2003,Nissan,Titan,KBRASTU15,315,ASK,,,
2003,Nissan,X-Terra,KBRASTU15,315,ASK,,,
2003,Subaru,Forester,NHVWB1U711,433.92,ASK,Rolling code increments by 1,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-defeat-the-rolling-code-scheme-used-on-some-subaru-cars/,
2003,Subaru,Impreza,NHVWB1U711,433.92,ASK,Rolling code increments by 1,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-defeat-the-rolling-code-scheme-used-on-some-subaru-cars/,
2003,Toyota,4Runner,HYQ12BBX,314.35,ASK,,,
2003,Toyota,Avalon,HYQ12BAN,314.35,ASK,,,
2003,Toyota,Camry,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2003,Toyota,Celica,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2003,Toyota,Celica,HYQ12BAN,314.35,ASK,,,
2003,Toyota,Celica,HYQ12BBX,314.35,ASK,,,
2003,Toyota,Corolla,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2003,Toyota,Echo,HYQ12BBX,314.35,ASK,,,
2003,Toyota,Highlander,HYQ12BAN,314.35,ASK,,,
2003,Toyota,Highlander,HYQ12BBX,314.35,ASK,,,
2003,Toyota,Matrix,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2003,Toyota,Prius,HYQ12BAN,314.35,ASK,,,
2003,Toyota,Prius,HYQ12BBX,314.35,ASK,,,
2003,Toyota,RAV4,HYQ12BBX,314.35,ASK,,,
2003,Toyota,Sequoia,HYQ12BBX,314.35,ASK,,,
2003,Toyota,Sienna,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2003,Toyota,Solara,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2003,Toyota,Solara,HYQ12BAN,314.35,ASK,,,
2003,Toyota,Tacoma,ELVATDD,433.92,ASK,,,
2003,Toyota,Tacoma,HYQ12BBX,314.35,ASK,,,
2003,Toyota,Tundra,ELVATDD,433.92,ASK,,,
2003,Toyota,Tundra,HYQ12BBX,314.35,ASK,,,
2004,Acura,MDX,E4EG8D-444H-A,307.9,FSK,,,
2004,Acura,TL,OUCG8D-387H-A,313.85,FSK,,,
2004,Buick,Rainier,MYT3X6898B,315,ASK,,,
2004,Cadillac,Escalade,LHJ011,315,ASK,,,
2004,Cadillac,Seville,KOBLEAR1XT,315,ASK,,,
2004,Chevrolet,Avalanche,LHJ011,315,ASK,,,
2004,Chevrolet,Equinox,LHJ011,315,ASK,,,
2004,Chevrolet,Malibu,KOBGT04A,315,ASK,,,
2004,Chevrolet,Silverado,LHJ011,315,ASK,,,
2004,Chevrolet,Suburban,LHJ011,315,ASK,,,
2004,Chevrolet,Tahoe,LHJ011,315,ASK,,,
2004,Chevrolet,Trailblazer,MYT3X6898B,315,ASK,,,
2004,Chrysler,Pacifica,M3N5WY72XX,315,ASK,,,
2004,Chrysler,Town & Country,M3N5WY72XX,315,ASK,,,
2004,Dodge,Caravan,M3N5WY72XX,315,ASK,,,
2004,Dodge,Durango,KOBDT04A,315,ASK,,,
2004,Dodge,Durango,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2004,Ford,Crown Victoria,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Escape,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Excursion,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Freestar,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Mustang,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Ranger,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Taurus,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Thunderbird,CWTWB1U331,314.5/315.5,ASK,,,
2004,Ford,Windstar,CWTWB1U331,314.5/315.5,ASK,,,
2004,GMC,Envoy,MYT3X6898B,315,ASK,,,
2004,GMC,Sierra,LHJ011,315,ASK,,,
2004,GMC,Yukon,LHJ011,315,ASK,,,
2004,Honda,Accord,OUCG8D-380H-A,313.85,FSK,,,
2004,Honda,Civic,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2004,Honda,Civic,OUCG8D-344H-A,313,FSK,,,
2004,Honda,CR-V,OUCG8D-344H-A,313,FSK,,,
2004,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2004,Honda,Odyssey,OUCG8D-440H-A,307.9,FSK,,,
2004,Honda,Pilot,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2004,Infiniti,FX35,KBRASTU15,315,ASK,,,
2004,Infiniti,FX45,KBRASTU15,315,ASK,,,
2004,Mazda,3,KPU41846,313.8,FSK,,,
2004,Mazda,6,KPU41846,313.8,FSK,,,
2004,Nissan,350Z,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2004,Nissan,350Z,KBRASTU15,315,ASK,,,
2004,Nissan,Altima,KBRASTU15,315,ASK,,,
2004,Nissan,Armada,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2004,Nissan,Frontier,KBRASTU15,315,ASK,,,
2004,Nissan,Maxima,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2004,Nissan,Maxima,KBRASTU15,315,ASK,,,
2004,Nissan,Murano,KBRASTU15,315,ASK,,,
2004,Nissan,Pathfinder,KBRASTU15,315,ASK,,,
2004,Nissan,Quest,KBRASTU15,315,ASK,,,
2004,Nissan,Titan,KBRASTU15,315,ASK,,,
2004,Nissan,X-Terra,KBRASTU15,315,ASK,,,
2004,Scion,xB,HYQ12BBX,314.35,ASK,,,
2004,Subaru,Forester,NHVWB1U711,433.92,ASK,Rolling code increments by 1,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-defeat-the-rolling-code-scheme-used-on-some-subaru-cars/,
2004,Subaru,Impreza,NHVWB1U711,433.92,ASK,Rolling code increments by 1,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-defeat-the-rolling-code-scheme-used-on-some-subaru-cars/,
2004,Toyota,4Runner,HYQ12BBX,314.35,ASK,,,
2004,Toyota,Avalon,HYQ12BAN,314.35,ASK,,,
2004,Toyota,Camry,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2004,Toyota,Celica,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2004,Toyota,Celica,HYQ12BAN,314.35,ASK,,,
2004,Toyota,Celica,HYQ12BBX,314.35,ASK,,,
2004,Toyota,Corolla,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2004,Toyota,Echo,HYQ12BAN,314.35,ASK,,,
2004,Toyota,Echo,HYQ12BBX,314.35,ASK,,,
2004,Toyota,Highlander,HYQ12BAN,314.35,ASK,,,
2004,Toyota,Highlander,HYQ12BBX,314.35,ASK,,,
2004,Toyota,Matrix,GQ43VT14T,315,???,Replay attack,https://www.rtl-sdr.com/using-an-rtl-sdr-and-rpitx-to-unlock-a-car-with-a-replay-attack/,
2004,Toyota,Prius,MOZB21EG,noRecord,XXX,,,
2004,Toyota,Prius,MOZB31EG,312.15,ASK,,,
2004,Toyota,RAV4,HYQ12BBX,314.35,ASK,,,
2004,Toyota,Sequoia,HYQ12BBX,314.35,ASK,,,
2004,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2004,Toyota,Solara,GQ43VT20T,315,ASK,,,
2004,Toyota,Solara,HYQ12BAN,314.35,ASK,,,
2004,Toyota,Tacoma,ELVATDD,433.92,ASK,,,
2004,Toyota,Tacoma,HYQ12BBX,314.35,ASK,,,
2004,Toyota,Tundra,ELVATDD,433.92,ASK,,,
2004,Toyota,Tundra,HYQ12BBX,314.35,ASK,,,
2005,Acura,MDX,E4EG8D-444H-A,307.9,FSK,,,
2005,Acura,RL,ACJ8D8E24A04,311.9,FSK,,,
2005,Acura,TL,OUCG8D-387H-A,313.85,FSK,,,
2005,Buick,LaCrosse,KOBGT04A,315,ASK,,,
2005,Buick,Rainier,MYT3X6898B,315,ASK,,,
2005,Cadillac,Escalade,LHJ011,315,ASK,,,
2005,Cadillac,STS,M3N65981403,315,ASK,,,
2005,Chevrolet,Avalanche,LHJ011,315,ASK,,,
2005,Chevrolet,Corvette,M3N65981403,315,ASK,,,
2005,Chevrolet,Equinox,LHJ011,315,ASK,,,
2005,Chevrolet,Malibu,KOBGT04A,315,ASK,,,
2005,Chevrolet,Silverado,LHJ011,315,ASK,,,
2005,Chevrolet,Suburban,LHJ011,315,ASK,,,
2005,Chevrolet,Tahoe,LHJ011,315,ASK,,,
2005,Chevrolet,Trailblazer,MYT3X6898B,315,ASK,,,
2005,Chevrolet,Uplander,KOBGT04A,315,ASK,,,
2005,Chrysler,300,KOBDT04A,315,ASK,,,
2005,Chrysler,300,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2005,Chrysler,Pacifica,M3N5WY72XX,315,ASK,,,
2005,Chrysler,Town & Country,M3N5WY72XX,315,ASK,,,
2005,Dodge,Caravan,M3N5WY72XX,315,ASK,,,
2005,Dodge,Charger,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2005,Dodge,Durango,KOBDT04A,315,ASK,,,
2005,Dodge,Durango,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2005,Dodge,Magnum,OHT692427AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2005,Ford,Crown Victoria,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Econoline,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Escape,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Excursion,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Expedition,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Explorer,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,F150,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Five Hundred,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Five Hundred,OUCD6000022,315,ASK,,,
2005,Ford,Focus,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Freestar,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Freestyle,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Mustang,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Ranger,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Taurus,CWTWB1U331,314.5/315.5,ASK,,,
2005,Ford,Thunderbird,CWTWB1U331,314.5/315.5,ASK,,,
2005,GMC,Envoy,MYT3X6898B,315,ASK,,,
2005,GMC,Sierra,LHJ011,315,ASK,,,
2005,GMC,Yukon,LHJ011,315,ASK,,,
2005,Honda,Accord,OUCG8D-380H-A,313.85,FSK,,,
2005,Honda,Civic,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2005,Honda,Civic,OUCG8D-344H-A,313,FSK,,,
2005,Honda,Element,OUCG8D-344H-A,313,FSK,,,
2005,Honda,Odyssey,OUCG8D-380H-A,313.85,FSK,,,
2005,Honda,Odyssey,OUCG8D-399H-A,313.85,FSK,,,
2005,Honda,Pilot,CWTWB1U545,433.92,FSK,,,
2005,Honda,Pilot,NHVWB1U521 / NHVWB1U523,433.92,FSK,,,
2005,Infiniti,FX35,CWTWBU619,315,FSK,,,
2005,Infiniti,FX35,KBRASTU15,315,ASK,,,
2005,Infiniti,FX45,CWTWBU619,315,FSK,,,
2005,Infiniti,FX45,KBRASTU15,315,ASK,,,
2005,Infiniti,G35,KBRTN001,315,FSK,,,
2005,Jeep,Grand Cherokee,KOBDT04A,315,ASK,,,
2005,Jeep,Grand Cherokee,OHT692427AA / OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2005,Jeep,Grand Cherokee,OHT692713AA,315,ASK,Replay attack,https://www.rtl-sdr.com/using-a-hackrf-to-perform-a-replay-attack-against-a-jeep-patriot/,
2005,Jeep,Liberty,M3N5WY72XX,315,ASK,,,
2005,Jeep,Liberty,M3N5WY72XX / M3N65981772,315,ASK,,,
2005,Lexus,GS350,HYQ14AAB,314.35,ASK,,,
2005,Lexus,GS460,HYQ14AAB,314.35,ASK,,,
2005,Mazda,3,KPU41846,313.8,FSK,,,
2005,Mazda,6,KPU41846,313.8,FSK,,,
2005,Nissan,350Z,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2005,Nissan,350Z,KBRASTU15,315,ASK,,,
2005,Nissan,Altima,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2005,Nissan,Altima,KBRASTU15,315,ASK,,,
2005,Nissan,Armada,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2005,Nissan,Frontier,CWTWB1U821,315,ASK,,,
2005,Nissan,Frontier,KBRASTU15,315,ASK,,,
2005,Nissan,Maxima,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2005,Nissan,Maxima,KBRASTU15,315,ASK,,,
2005,Nissan,Murano,KBRASTU15,315,ASK,,,
